job_id,image_name,width,height,object_count,gpu_time_ms,total_time_ms,status
2513,000000290592,256,256,7,0.711,3.067,success
2514,000000290619,256,256,4,0.611,3.018,success
2515,000000290768,256,256,7,0.686,3.568,success
2516,000000290771,256,256,32,0.611,3.112,success
2517,000000290833,256,256,15,0.798,3.359,success
2518,000000290843,256,256,2,0.575,2.876,success
2519,000000291490,256,256,11,0.582,2.533,success
2520,000000291551,256,256,15,0.634,2.805,success
2521,000000291619,256,256,5,0.591,2.126,success
2522,000000291634,256,256,29,0.601,2.943,success
2523,000000291664,256,256,4,0.736,5.805,success
2524,000000291791,256,256,13,0.645,3.077,success
2525,000000291861,256,256,10,0.665,4.502,success
2526,000000292005,256,256,5,0.574,2.563,success
2527,000000292024,256,256,14,0.656,2.510,success
2528,000000292060,256,256,3,0.582,3.312,success
2529,000000292082,256,256,2,0.637,3.041,success
2530,000000292155,256,256,5,0.563,2.550,success
2531,000000292225,256,256,12,0.572,2.745,success
2532,000000292236,256,256,14,0.636,2.497,success
2533,000000292330,256,256,6,0.714,2.953,success
2534,000000292415,256,256,3,0.614,3.015,success
2535,000000292446,256,256,11,0.647,5.280,success
2536,000000292456,256,256,7,0.788,3.128,success
2537,000000292488,256,256,1,0.594,4.325,success
2538,000000292908,256,256,4,0.879,3.390,success
2539,000000292997,256,256,10,0.605,6.072,success
2540,000000293044,256,256,12,0.552,2.696,success
2541,000000293071,256,256,14,0.554,2.797,success
2542,000000293200,256,256,19,0.580,2.599,success
2543,000000293245,256,256,18,0.654,2.803,success
2544,000000293300,256,256,9,0.622,2.205,success
2545,000000293324,256,256,3,0.589,3.172,success
2546,000000293390,256,256,12,0.598,3.197,success
2547,000000293474,256,256,6,0.632,2.938,success
2548,000000293625,256,256,3,0.534,2.395,success
2549,000000293794,256,256,7,0.751,2.875,success
2550,000000293804,256,256,6,0.759,2.732,success
2551,000000293858,256,256,7,0.669,3.150,success
2552,000000294162,256,256,1,0.862,3.373,success
2553,000000294163,256,256,8,0.693,2.473,success
2554,000000294350,256,256,12,0.890,3.576,success
2555,000000294695,256,256,12,0.711,3.165,success
2556,000000294783,256,256,10,0.745,3.040,success
2557,000000294831,256,256,9,0.828,4.425,success
2558,000000294855,256,256,11,0.573,3.094,success
2559,000000295138,256,256,12,0.626,4.035,success
2560,000000295231,256,256,14,0.601,2.962,success
2561,000000295316,256,256,1,0.680,2.554,success
2562,000000295420,256,256,1,0.571,2.448,success
2563,000000295478,256,256,8,0.652,5.986,success
2564,000000295713,256,256,26,1.106,3.729,success
2565,000000295797,256,256,6,0.675,4.395,success
2566,000000295809,256,256,7,0.584,2.906,success
2567,000000296222,256,256,6,1.055,5.761,success
2568,000000296224,256,256,11,0.743,3.413,success
2569,000000296231,256,256,12,0.629,3.154,success
2570,000000296284,256,256,6,0.593,2.491,success
2571,000000296317,256,256,5,0.575,2.441,success
2572,000000296634,256,256,9,0.581,2.739,success
2573,000000296649,256,256,13,0.901,3.545,success
2574,000000296657,256,256,20,0.615,3.142,success
2575,000000296969,256,256,6,0.622,3.486,success
2576,000000297022,256,256,16,0.837,5.725,success
2577,000000297084,256,256,12,0.659,3.160,success
2578,000000297085,256,256,7,0.579,2.616,success
2579,000000297147,256,256,13,0.611,3.387,success
2580,000000297343,256,256,5,0.970,4.043,success
2581,000000297353,256,256,6,0.638,2.521,success
2582,000000297396,256,256,28,0.582,3.093,success
2583,000000297427,256,256,10,0.736,3.165,success
2584,000000297562,256,256,24,0.906,3.046,success
2585,000000297578,256,256,14,0.641,2.895,success
2586,000000297595,256,256,6,0.666,3.085,success
2587,000000297681,256,256,9,0.570,2.958,success
2588,000000297698,256,256,6,0.729,3.846,success
2589,000000297830,256,256,15,0.674,3.328,success
2590,000000298251,256,256,2,0.839,3.664,success
2591,000000298396,256,256,8,0.938,3.577,success
2592,000000298697,256,256,6,0.663,2.735,success
2593,000000298738,256,256,17,0.651,2.400,success
2594,000000298904,256,256,12,0.664,3.135,success
2595,000000298994,256,256,17,0.607,2.958,success
2596,000000299355,256,256,2,0.734,3.074,success
2597,000000299553,256,256,1,0.660,3.012,success
2598,000000299609,256,256,1,1.128,3.297,success
2599,000000299720,256,256,17,0.632,3.080,success
2600,000000299887,256,256,11,0.565,2.742,success
2601,000000300039,256,256,12,0.709,2.839,success
2602,000000300155,256,256,20,0.656,2.769,success
2603,000000300233,256,256,9,0.742,6.913,success
2604,000000300276,256,256,20,0.736,3.462,success
2605,000000300341,256,256,14,0.605,2.615,success
2606,000000300659,256,256,1,0.644,3.229,success
2607,000000300842,256,256,8,0.561,2.949,success
2608,000000300913,256,256,5,0.798,5.249,success
2609,000000301061,256,256,13,0.620,3.144,success
2610,000000301135,256,256,31,0.594,2.624,success
2611,000000301376,256,256,11,0.595,2.749,success
2612,000000301421,256,256,14,0.548,2.839,success
2613,000000301563,256,256,1,0.744,3.442,success
2614,000000301718,256,256,5,0.604,2.976,success
2615,000000301867,256,256,22,0.586,3.180,success
2616,000000301981,256,256,5,0.683,2.781,success
2617,000000302030,256,256,8,0.670,3.145,success
2618,000000302107,256,256,4,1.242,4.226,success
2619,000000302165,256,256,15,0.842,3.077,success
2620,000000302452,256,256,9,0.690,3.298,success
2621,000000302536,256,256,6,1.053,3.438,success
2622,000000302760,256,256,6,0.769,2.530,success
2623,000000302882,256,256,5,0.558,2.599,success
2624,000000302990,256,256,13,0.580,2.981,success
2625,000000303305,256,256,12,0.694,3.054,success
2626,000000303499,256,256,8,0.684,2.976,success
2627,000000303566,256,256,12,0.666,2.793,success
2628,000000303653,256,256,8,0.597,2.512,success
2629,000000303713,256,256,15,0.737,2.481,success
2630,000000303818,256,256,16,1.024,4.017,success
2631,000000303863,256,256,5,0.608,2.551,success
2632,000000303893,256,256,13,0.687,3.359,success
2633,000000303908,256,256,23,0.575,4.898,success
2634,000000304180,256,256,7,0.680,3.401,success
2635,000000304291,256,256,2,0.631,3.370,success
2636,000000304365,256,256,11,0.577,2.663,success
2637,000000304396,256,256,2,0.545,3.450,success
2638,000000304404,256,256,14,0.706,4.625,success
2639,000000304545,256,256,7,0.795,3.916,success
2640,000000304560,256,256,1,0.724,3.201,success
2641,000000304812,256,256,3,0.589,2.623,success
2642,000000304817,256,256,4,0.804,3.392,success
2643,000000304984,256,256,2,0.547,3.356,success
2644,000000305309,256,256,25,0.698,2.540,success
2645,000000305317,256,256,1,0.663,3.383,success
2646,000000305343,256,256,16,1.002,3.423,success
2647,000000305609,256,256,5,0.615,3.896,success
2648,000000305695,256,256,31,0.544,2.823,success
2649,000000306136,256,256,11,0.648,4.918,success
2650,000000306139,256,256,11,0.593,2.704,success
2651,000000306437,256,256,4,0.684,5.188,success
2652,000000306582,256,256,20,0.585,2.513,success
2653,000000306700,256,256,15,0.587,2.442,success
2654,000000306733,256,256,3,0.582,3.413,success
2655,000000306893,256,256,13,0.569,2.761,success
2656,000000307074,256,256,12,0.758,3.104,success
2657,000000307145,256,256,8,0.542,2.516,success
2658,000000307172,256,256,23,0.647,2.815,success
2659,000000307598,256,256,4,0.534,2.895,success
2660,000000307658,256,256,16,0.805,2.640,success
2661,000000308165,256,256,5,0.578,3.046,success
2662,000000308193,256,256,7,0.763,5.223,success
2663,000000308328,256,256,11,0.630,3.050,success
2664,000000308391,256,256,6,0.616,4.545,success
2665,000000308394,256,256,8,0.815,2.631,success
2666,000000308430,256,256,24,0.746,3.183,success
2667,000000308466,256,256,3,0.755,3.743,success
2668,000000308476,256,256,15,0.564,2.980,success
2669,000000308531,256,256,11,0.545,2.773,success
2670,000000308545,256,256,17,0.673,2.917,success
2671,000000308587,256,256,13,0.550,3.040,success
2672,000000308631,256,256,15,0.641,8.524,success
2673,000000308753,256,256,15,0.620,3.559,success
2674,000000308793,256,256,10,0.638,5.479,success
2675,000000308799,256,256,11,0.653,2.951,success
2676,000000309173,256,256,10,0.689,2.896,success
2677,000000309391,256,256,14,0.639,2.407,success
2678,000000309452,256,256,29,0.812,2.764,success
2679,000000309467,256,256,8,0.565,2.441,success
2680,000000309484,256,256,12,0.593,2.867,success
2681,000000309495,256,256,1,0.806,2.839,success
2682,000000309655,256,256,9,0.643,2.795,success
2683,000000309678,256,256,6,0.788,2.976,success
2684,000000309938,256,256,11,0.641,2.718,success
2685,000000309964,256,256,12,0.573,2.914,success
2686,000000310072,256,256,15,0.684,4.799,success
2687,000000310200,256,256,10,0.634,3.414,success
2688,000000310622,256,256,17,0.567,2.665,success
2689,000000310862,256,256,4,0.799,3.135,success
2690,000000310980,256,256,4,0.760,5.527,success
2691,000000311002,256,256,12,0.571,2.522,success
2692,000000311081,256,256,5,0.669,2.568,success
2693,000000311180,256,256,8,0.607,2.966,success
2694,000000311190,256,256,8,0.559,2.624,success
2695,000000311295,256,256,6,0.568,2.996,success
2696,000000311303,256,256,12,0.700,2.705,success
2697,000000311392,256,256,17,0.588,5.571,success
2698,000000311394,256,256,7,0.624,3.015,success
2699,000000311518,256,256,11,0.599,2.942,success
2700,000000311789,256,256,5,0.568,2.536,success
2701,000000311883,256,256,2,0.560,5.746,success
2702,000000311909,256,256,14,0.664,2.827,success
2703,000000311928,256,256,9,0.672,2.726,success
2704,000000311950,256,256,8,0.590,4.002,success
2705,000000312192,256,256,9,0.673,2.750,success
2706,000000312213,256,256,7,0.613,2.756,success
2707,000000312237,256,256,3,0.551,2.460,success
2708,000000312263,256,256,4,0.562,2.326,success
2709,000000312278,256,256,19,0.668,2.525,success
2710,000000312340,256,256,6,0.575,2.729,success
2711,000000312406,256,256,10,0.594,2.497,success
2712,000000312421,256,256,6,0.588,3.144,success
2713,000000312489,256,256,7,0.596,2.762,success
2714,000000312549,256,256,3,0.717,3.050,success
2715,000000312552,256,256,0,0.641,2.654,success
2716,000000312586,256,256,3,0.752,3.171,success
2717,000000312720,256,256,3,0.632,3.137,success
2718,000000313034,256,256,6,0.651,2.749,success
2719,000000313130,256,256,16,0.604,2.730,success
2720,000000313182,256,256,15,0.572,3.149,success
2721,000000313454,256,256,2,0.568,2.502,success
2722,000000313562,256,256,16,0.598,3.199,success
2723,000000313588,256,256,18,0.622,2.638,success
2724,000000313783,256,256,20,0.616,2.472,success
2725,000000314034,256,256,17,0.574,2.897,success
2726,000000314177,256,256,3,0.556,2.613,success
2727,000000314182,256,256,6,0.627,3.159,success
2728,000000314251,256,256,19,0.586,2.481,success
2729,000000314264,256,256,7,0.597,2.893,success
2730,000000314294,256,256,15,0.589,2.652,success
2731,000000314541,256,256,9,0.598,2.774,success
2732,000000314709,256,256,11,0.596,3.312,success
2733,000000314914,256,256,25,1.002,3.593,success
2734,000000315001,256,256,3,0.591,3.011,success
2735,000000315187,256,256,15,0.609,2.719,success
2736,000000315219,256,256,8,0.537,2.672,success
2737,000000315257,256,256,10,0.594,2.534,success
2738,000000315450,256,256,9,0.521,2.489,success
2739,000000315492,256,256,8,0.607,2.872,success
2740,000000316015,256,256,7,0.786,2.702,success
2741,000000316054,256,256,3,0.628,3.433,success
2742,000000316404,256,256,9,0.594,2.657,success
2743,000000316666,256,256,8,0.580,2.228,success
2744,000000317024,256,256,24,0.633,2.999,success
2745,000000317433,256,256,9,0.673,2.446,success
2746,000000317999,256,256,2,0.558,3.452,success
2747,000000318080,256,256,8,0.599,2.822,success
2748,000000318114,256,256,8,0.536,3.136,success
2749,000000318138,256,256,5,0.565,2.308,success
2750,000000318238,256,256,9,0.687,3.000,success
2751,000000318455,256,256,7,0.566,2.722,success
2752,000000318908,256,256,8,0.586,2.457,success
2753,000000319100,256,256,13,0.587,2.296,success
2754,000000319184,256,256,26,0.586,2.526,success
2755,000000319369,256,256,17,0.552,2.492,success
2756,000000319534,256,256,9,0.646,2.922,success
2757,000000319607,256,256,8,0.590,2.309,success
2758,000000319617,256,256,2,0.667,3.009,success
2759,000000319696,256,256,11,0.558,2.226,success
2760,000000319721,256,256,16,0.628,2.980,success
2761,000000319935,256,256,11,0.737,2.786,success
2762,000000320232,256,256,16,0.741,3.118,success
2763,000000320425,256,256,15,0.620,2.471,success
2764,000000320490,256,256,8,0.592,2.643,success
2765,000000320554,256,256,4,0.568,2.871,success
2766,000000320632,256,256,36,0.563,2.946,success
2767,000000320642,256,256,13,0.623,2.464,success
2768,000000320664,256,256,11,0.670,3.168,success
2769,000000320696,256,256,1,0.606,2.679,success
2770,000000320706,256,256,8,0.551,2.360,success
2771,000000320743,256,256,23,0.554,2.484,success
2772,000000321118,256,256,9,0.602,2.820,success
2773,000000321214,256,256,6,0.698,2.435,success
2774,000000321333,256,256,5,0.638,3.463,success
2775,000000321557,256,256,16,0.729,3.067,success
2776,000000321790,256,256,10,0.703,2.752,success
2777,000000321887,256,256,10,0.569,2.579,success
2778,000000322163,256,256,15,0.819,3.205,success
2779,000000322211,256,256,23,0.623,2.735,success
2780,000000322352,256,256,13,0.851,3.092,success
2781,000000322429,256,256,22,0.615,3.010,success
2782,000000322574,256,256,7,0.652,2.883,success
2783,000000322610,256,256,14,0.602,3.089,success
2784,000000322724,256,256,6,0.667,3.094,success
2785,000000322829,256,256,7,0.717,3.031,success
2786,000000322844,256,256,13,0.536,2.570,success
2787,000000322864,256,256,7,0.734,2.707,success
2788,000000322895,256,256,4,0.980,3.455,success
2789,000000322944,256,256,11,0.764,3.325,success
2790,000000322959,256,256,7,0.624,3.631,success
2791,000000322968,256,256,17,0.594,2.908,success
2792,000000323151,256,256,10,0.655,3.366,success
2793,000000323202,256,256,3,0.662,2.965,success
2794,000000323263,256,256,13,0.673,3.260,success
2795,000000323355,256,256,4,0.848,3.153,success
2796,000000323496,256,256,9,0.608,2.982,success
2797,000000323571,256,256,2,0.568,2.952,success
2798,000000323709,256,256,3,0.608,3.163,success
2799,000000323751,256,256,4,0.584,2.886,success
2800,000000323799,256,256,13,0.670,5.642,success
2801,000000323828,256,256,16,0.859,3.039,success
2802,000000323895,256,256,8,0.599,3.062,success
2803,000000324158,256,256,14,0.644,2.700,success
2804,000000324258,256,256,7,0.586,2.930,success
2805,000000324614,256,256,3,0.613,2.981,success
2806,000000324715,256,256,3,0.805,3.516,success
2807,000000324818,256,256,10,0.632,2.845,success
2808,000000324927,256,256,11,0.579,2.939,success
2809,000000325031,256,256,13,0.615,2.760,success
2810,000000325114,256,256,3,0.943,3.332,success
2811,000000325306,256,256,28,0.578,2.973,success
2812,000000325347,256,256,11,0.557,2.300,success
2813,000000325483,256,256,4,0.618,2.940,success
2814,000000325527,256,256,4,0.572,2.790,success
2815,000000325838,256,256,7,0.737,3.219,success
2816,000000325991,256,256,14,0.701,5.167,success
2817,000000326082,256,256,7,0.605,2.953,success
2818,000000326128,256,256,8,0.570,2.940,success
2819,000000326174,256,256,17,0.556,2.457,success
2820,000000326248,256,256,11,0.626,2.860,success
2821,000000326462,256,256,6,0.653,3.465,success
2822,000000326541,256,256,9,0.770,3.655,success
2823,000000326542,256,256,1,1.010,3.443,success
2824,000000326627,256,256,9,0.706,12.082,success
2825,000000326970,256,256,9,0.650,3.241,success
2826,000000327306,256,256,6,1.047,3.704,success
2827,000000327592,256,256,15,0.633,3.167,success
2828,000000327601,256,256,13,0.686,2.797,success
2829,000000327605,256,256,1,0.696,5.621,success
2830,000000327617,256,256,7,0.550,3.396,success
2831,000000327701,256,256,10,0.553,2.713,success
2832,000000327769,256,256,2,0.919,3.877,success
2833,000000327780,256,256,9,0.745,5.406,success
2834,000000327890,256,256,14,0.742,2.975,success
2835,000000328030,256,256,21,0.844,3.336,success
2836,000000328117,256,256,18,0.731,3.129,success
2837,000000328238,256,256,24,0.587,2.895,success
2838,000000328286,256,256,8,0.644,2.965,success
2839,000000328337,256,256,15,0.525,2.989,success
2840,000000328430,256,256,7,0.709,2.692,success
2841,000000328601,256,256,9,0.620,2.664,success
2842,000000328683,256,256,15,0.605,2.814,success
2843,000000328959,256,256,2,0.609,3.293,success
2844,000000329041,256,256,11,0.564,2.714,success
2845,000000329080,256,256,5,0.588,2.619,success
2846,000000329219,256,256,7,0.961,3.326,success
2847,000000329319,256,256,17,0.596,2.681,success
2848,000000329323,256,256,17,0.721,3.433,success
2849,000000329447,256,256,21,0.780,3.064,success
2850,000000329455,256,256,27,0.857,3.472,success
2851,000000329456,256,256,9,0.723,4.975,success
2852,000000329542,256,256,4,0.865,3.114,success
2853,000000329614,256,256,2,0.688,4.218,success
2854,000000329827,256,256,3,0.571,3.289,success
2855,000000330369,256,256,16,0.568,3.134,success
2856,000000330396,256,256,6,0.651,3.173,success
2857,000000330554,256,256,6,0.588,2.588,success
2858,000000330790,256,256,19,0.888,3.205,success
2859,000000330818,256,256,27,0.572,3.877,success
2860,000000331075,256,256,4,0.804,3.578,success
2861,000000331280,256,256,5,0.571,2.864,success
2862,000000331317,256,256,18,0.570,2.784,success
2863,000000331352,256,256,4,0.716,5.095,success
2864,000000331569,256,256,5,0.556,2.408,success
2865,000000331604,256,256,2,0.581,2.447,success
2866,000000331799,256,256,6,0.604,3.015,success
2867,000000331817,256,256,24,0.567,3.009,success
2868,000000332318,256,256,5,0.632,2.440,success
2869,000000332351,256,256,3,0.577,3.496,success
2870,000000332455,256,256,6,0.692,5.966,success
2871,000000332570,256,256,4,0.542,2.907,success
2872,000000332845,256,256,2,0.517,2.404,success
2873,000000332901,256,256,9,0.823,3.176,success
2874,000000333069,256,256,6,0.638,2.815,success
2875,000000333237,256,256,5,0.542,2.851,success
2876,000000333402,256,256,18,0.680,3.063,success
2877,000000333697,256,256,5,0.590,5.256,success
2878,000000333745,256,256,5,0.573,3.037,success
2879,000000333772,256,256,10,0.563,2.559,success
2880,000000333956,256,256,1,0.599,2.985,success
2881,000000334006,256,256,17,0.563,3.085,success
2882,000000334309,256,256,11,0.547,2.575,success
2883,000000334371,256,256,34,0.649,3.099,success
2884,000000334399,256,256,11,0.685,4.454,success
2885,000000334417,256,256,7,0.593,3.174,success
2886,000000334483,256,256,10,0.589,2.517,success
2887,000000334521,256,256,8,0.578,2.882,success
2888,000000334530,256,256,3,0.689,3.185,success
2889,000000334555,256,256,12,0.623,2.418,success
2890,000000334719,256,256,7,0.738,3.135,success
2891,000000334767,256,256,7,0.674,4.789,success
2892,000000334977,256,256,12,0.613,2.789,success
2893,000000335081,256,256,17,0.624,5.080,success
2894,000000335177,256,256,8,0.665,3.186,success
2895,000000335328,256,256,5,0.573,3.064,success
2896,000000335427,256,256,4,0.638,3.213,success
2897,000000335450,256,256,13,0.665,3.259,success
2898,000000335529,256,256,8,0.566,2.967,success
2899,000000335658,256,256,11,0.562,2.411,success
2900,000000335800,256,256,14,0.633,3.498,success
2901,000000335954,256,256,21,0.614,3.037,success
2902,000000336053,256,256,20,0.617,2.685,success
2903,000000336209,256,256,13,0.616,2.986,success
2904,000000336232,256,256,13,0.622,2.608,success
2905,000000336265,256,256,6,0.594,2.762,success
2906,000000336309,256,256,1,0.803,3.749,success
2907,000000336356,256,256,8,0.680,4.914,success
2908,000000336587,256,256,14,0.564,2.640,success
2909,000000336628,256,256,19,0.609,2.740,success
2910,000000336658,256,256,8,0.671,2.664,success
2911,000000337055,256,256,10,0.673,2.566,success
2912,000000337498,256,256,18,0.621,2.922,success
2913,000000337987,256,256,13,0.621,2.863,success
2914,000000338191,256,256,23,0.764,2.763,success
2915,000000338219,256,256,6,0.565,2.086,success
2916,000000338304,256,256,14,0.675,2.875,success
2917,000000338325,256,256,2,0.643,5.166,success
2918,000000338428,256,256,17,0.634,2.773,success
2919,000000338532,256,256,14,0.560,2.670,success
2920,000000338560,256,256,4,0.582,2.846,success
2921,000000338624,256,256,8,0.652,2.905,success
2922,000000338625,256,256,9,0.843,3.553,success
2923,000000338718,256,256,9,0.774,2.876,success
2924,000000338901,256,256,14,0.617,2.928,success
2925,000000338905,256,256,13,0.602,2.846,success
2926,000000338986,256,256,12,0.698,2.234,success
2927,000000339442,256,256,2,0.540,3.009,success
2928,000000339823,256,256,7,0.635,3.091,success
2929,000000339870,256,256,4,0.656,2.611,success
2930,000000340015,256,256,30,0.595,2.667,success
2931,000000340175,256,256,13,0.628,2.276,success
2932,000000340272,256,256,16,0.571,3.084,success
2933,000000340451,256,256,6,0.797,3.497,success
2934,000000340697,256,256,35,0.641,2.721,success
2935,000000340894,256,256,12,0.683,3.111,success
2936,000000340930,256,256,14,0.983,3.289,success
2937,000000341058,256,256,10,0.682,3.234,success
2938,000000341094,256,256,16,0.561,11.650,success
2939,000000341196,256,256,5,0.609,3.267,success
2940,000000341469,256,256,4,0.579,3.095,success
2941,000000341681,256,256,10,0.655,2.583,success
2942,000000341719,256,256,7,0.544,2.828,success
2943,000000341828,256,256,5,0.589,2.796,success
2944,000000341921,256,256,13,0.546,2.577,success
2945,000000341973,256,256,7,0.546,2.470,success
2946,000000342006,256,256,4,0.548,2.794,success
2947,000000342128,256,256,15,0.862,2.880,success
2948,000000342186,256,256,7,0.803,2.877,success
2949,000000342295,256,256,6,0.646,3.174,success
2950,000000342367,256,256,14,0.778,3.061,success
2951,000000342397,256,256,4,0.699,3.743,success
2952,000000342971,256,256,8,0.801,2.943,success
2953,000000343076,256,256,12,0.589,2.972,success
2954,000000343149,256,256,8,0.611,2.846,success
2955,000000343218,256,256,6,0.651,3.106,success
2956,000000343315,256,256,4,0.612,2.824,success
2957,000000343453,256,256,3,0.643,3.151,success
2958,000000343466,256,256,8,0.816,2.923,success
2959,000000343496,256,256,17,0.831,3.273,success
2960,000000343524,256,256,9,0.782,2.651,success
2961,000000343561,256,256,43,0.596,2.439,success
2962,000000343706,256,256,12,0.650,3.460,success
2963,000000343803,256,256,12,0.825,2.737,success
2964,000000343934,256,256,16,0.569,2.858,success
2965,000000343937,256,256,1,0.762,3.220,success
2966,000000343976,256,256,7,0.557,2.720,success
2967,000000344029,256,256,11,0.564,2.623,success
2968,000000344059,256,256,1,0.537,2.679,success
2969,000000344100,256,256,2,0.710,3.014,success
2970,000000344268,256,256,11,0.971,3.319,success
2971,000000344611,256,256,5,0.827,3.365,success
2972,000000344614,256,256,12,0.600,2.995,success
2973,000000344621,256,256,16,0.667,3.008,success
2974,000000344795,256,256,11,0.549,2.538,success
2975,000000344816,256,256,9,0.597,2.490,success
2976,000000344888,256,256,20,0.666,3.020,success
2977,000000344909,256,256,8,0.629,3.014,success
2978,000000345027,256,256,2,0.647,3.467,success
2979,000000345252,256,256,7,0.613,2.863,success
2980,000000345261,256,256,1,0.668,5.720,success
2981,000000345356,256,256,10,0.779,3.371,success
2982,000000345361,256,256,12,0.936,3.551,success
2983,000000345385,256,256,16,0.673,2.877,success
2984,000000345397,256,256,12,0.555,2.644,success
2985,000000345466,256,256,9,0.702,3.208,success
2986,000000345469,256,256,33,0.831,3.210,success
2987,000000345941,256,256,16,0.945,3.511,success
2988,000000346232,256,256,11,1.050,3.786,success
2989,000000346638,256,256,1,0.642,2.756,success
2990,000000346703,256,256,14,0.952,3.083,success
2991,000000346707,256,256,2,0.682,2.906,success
2992,000000346905,256,256,15,0.708,2.699,success
2993,000000346968,256,256,4,0.568,2.776,success
2994,000000347163,256,256,16,0.586,3.205,success
2995,000000347174,256,256,1,0.699,4.605,success
2996,000000347254,256,256,14,0.598,2.830,success
2997,000000347265,256,256,3,0.571,2.683,success
2998,000000347335,256,256,15,0.703,2.599,success
2999,000000347370,256,256,8,0.546,2.787,success
3000,000000347456,256,256,13,0.804,3.032,success
3001,000000347544,256,256,10,0.804,3.272,success
3002,000000347664,256,256,15,0.566,3.043,success
3003,000000347693,256,256,5,0.599,2.792,success
3004,000000347930,256,256,5,0.571,2.409,success
3005,000000348012,256,256,6,0.575,2.772,success
3006,000000348045,256,256,1,0.567,3.311,success
3007,000000348216,256,256,4,0.663,2.686,success
3008,000000348243,256,256,15,0.852,3.050,success
3009,000000348481,256,256,6,0.613,3.010,success
3010,000000348488,256,256,1,0.712,2.651,success
3011,000000348708,256,256,1,0.728,3.155,success
3012,000000348881,256,256,5,0.844,3.280,success
3013,000000349152,256,256,3,0.641,3.022,success
3014,000000349184,256,256,15,0.783,3.055,success
3015,000000349302,256,256,12,0.614,3.088,success
3016,000000349480,256,256,21,0.585,3.483,success
3017,000000349594,256,256,7,0.594,3.089,success
3018,000000349678,256,256,9,0.589,2.940,success
3019,000000349837,256,256,5,0.601,2.832,success
3020,000000349860,256,256,1,0.654,3.274,success
3021,000000350002,256,256,5,0.859,10.643,success
3022,000000350003,256,256,9,0.563,2.723,success
3023,000000350019,256,256,9,0.583,2.523,success
3024,000000350023,256,256,1,0.563,2.686,success
3025,000000350054,256,256,8,0.725,2.859,success
3026,000000350122,256,256,18,0.536,2.705,success
3027,000000350148,256,256,14,0.666,3.176,success
3028,000000350388,256,256,2,0.745,3.817,success
3029,000000350405,256,256,1,0.768,3.752,success
3030,000000350488,256,256,14,0.586,2.974,success
3031,000000350607,256,256,9,0.639,3.277,success
3032,000000350679,256,256,9,0.667,4.159,success
3033,000000350833,256,256,5,0.636,3.212,success
3034,000000351096,256,256,14,0.878,3.424,success
3035,000000351331,256,256,23,0.606,3.035,success
3036,000000351362,256,256,3,0.703,3.288,success
3037,000000351530,256,256,14,0.690,3.037,success
3038,000000351559,256,256,24,0.531,2.729,success
3039,000000351589,256,256,8,0.575,2.831,success
3040,000000351609,256,256,7,0.682,3.744,success
3041,000000351810,256,256,10,0.558,2.567,success
3042,000000351823,256,256,19,0.680,3.284,success
3043,000000352491,256,256,7,0.564,2.850,success
3044,000000352582,256,256,24,0.829,3.094,success
3045,000000352584,256,256,4,0.632,2.907,success
3046,000000352618,256,256,2,0.675,2.911,success
3047,000000352684,256,256,10,0.572,2.822,success
3048,000000352760,256,256,1,0.812,3.698,success
3049,000000352900,256,256,13,0.913,3.458,success
3050,000000353027,256,256,3,0.725,2.849,success
3051,000000353051,256,256,15,0.720,4.440,success
3052,000000353096,256,256,2,0.580,3.148,success
3053,000000353180,256,256,7,0.647,3.421,success
3054,000000353518,256,256,4,0.684,3.575,success
3055,000000353970,256,256,11,0.540,2.603,success
3056,000000354072,256,256,3,0.603,2.917,success
3057,000000354307,256,256,5,0.627,2.924,success
3058,000000354547,256,256,4,0.705,2.899,success
3059,000000354753,256,256,3,0.653,2.666,success
3060,000000354829,256,256,4,0.622,3.171,success
3061,000000355169,256,256,24,0.687,2.973,success
3062,000000355240,256,256,8,0.730,3.440,success
3063,000000355257,256,256,8,0.675,3.175,success
3064,000000355325,256,256,10,0.659,2.871,success
3065,000000355610,256,256,5,0.650,3.191,success
3066,000000355677,256,256,7,0.630,2.563,success
3067,000000355817,256,256,7,1.137,3.437,success
3068,000000355905,256,256,3,1.014,4.568,success
3069,000000356094,256,256,10,0.632,3.029,success
3070,000000356125,256,256,18,0.874,2.940,success
3071,000000356169,256,256,3,0.825,3.040,success
3072,000000356248,256,256,11,0.559,2.695,success
3073,000000356261,256,256,10,0.589,2.734,success
3074,000000356347,256,256,8,0.534,2.238,success
3075,000000356387,256,256,7,0.629,2.909,success
3076,000000356424,256,256,14,0.596,2.606,success
3077,000000356427,256,256,10,0.692,2.874,success
3078,000000356428,256,256,18,0.568,2.589,success
3079,000000356432,256,256,6,0.561,2.412,success
3080,000000356498,256,256,13,0.587,2.971,success
3081,000000356505,256,256,5,0.548,2.861,success
3082,000000356531,256,256,8,0.550,2.417,success
3083,000000356612,256,256,15,0.535,2.749,success
3084,000000356968,256,256,19,0.758,3.706,success
3085,000000357060,256,256,1,0.563,2.368,success
3086,000000357081,256,256,12,0.529,2.343,success
3087,000000357238,256,256,2,0.536,3.038,success
3088,000000357430,256,256,22,0.570,2.459,success
3089,000000357459,256,256,4,0.672,3.605,success
3090,000000357501,256,256,39,0.749,3.194,success
3091,000000357567,256,256,12,0.712,5.481,success
3092,000000357737,256,256,26,0.591,3.092,success
3093,000000357742,256,256,10,0.836,3.169,success
